operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1539267623012|1539267618040|50|2|242
LdbcQuery8|1539267623012|1539267618091|60|9|245
LdbcQuery3|1539267623012|1539267618151|631|0|246
LdbcQuery8|1539267623012|1539267618783|59|2|250
LdbcQuery4|1539267623012|1539267618842|1523|4|252
LdbcQuery8|1539267623012|1539267620366|60|15|255
LdbcQuery2|1539267623012|1539267620426|407|20|259
LdbcQuery1|1539267623012|1539267620834|4308|20|260
LdbcQuery8|1539267623012|1539267625142|59|7|260
LdbcQuery11|1539267623012|1539267625202|46|1|264
LdbcQuery12|1539267623012|1539267625249|356|6|264
LdbcQuery8|1539267623012|1539267625605|60|19|265
LdbcQuery7|1539267623012|1539267625665|29960|20|266
LdbcQuery8|1539267623012|1539267655626|60|12|270
LdbcQuery8|1539267623012|1539267655686|60|20|275
LdbcQuery10|1539267623012|1539267655746|16599|10|280
LdbcQuery8|1539267623012|1539267672346|60|20|280
LdbcQuery8|1539267623012|1539267672407|60|20|285
LdbcQuery1|1539267623012|1539267672467|4376|20|286
LdbcQuery11|1539267623012|1539267676844|46|0|286
LdbcQuery4|1539267623012|1539267676891|1580|4|288
LdbcQuery8|1539267623012|1539267678471|60|15|290
LdbcQuery8|1539267623012|1539267678532|59|15|295
LdbcQuery2|1539267623012|1539267678591|422|20|296
LdbcQuery8|1539267623012|1539267679014|60|20|300
LdbcQuery7|1539267623012|1539267679074|73142|20|304
LdbcQuery8|1539267623012|1539267752216|60|20|305
LdbcQuery12|1539267623012|1539267752277|341|4|308
LdbcQuery11|1539267623012|1539267752619|50|6|308
LdbcQuery8|1539267623012|1539267752670|60|16|310
LdbcQuery1|1539267623012|1539267752730|4336|20|312
LdbcQuery5|1539267623012|1539267757066|1179|20|312
LdbcQuery8|1539267623012|1539267758245|59|2|315
LdbcQuery10|1539267623012|1539267758305|11129|10|320
LdbcQuery8|1539267623012|1539267769435|59|8|320
LdbcQuery4|1539267623012|1539267769495|1049|0|324
LdbcQuery8|1539267623012|1539267770544|60|17|325
LdbcQuery11|1539267623012|1539267770604|47|2|330
LdbcQuery8|1539267623012|1539267770651|60|20|330
LdbcQuery2|1539267623012|1539267770712|293|20|333
LdbcQuery8|1539267623012|1539267771005|60|20|335
LdbcQuery1|1539267623012|1539267771066|4323|20|338
LdbcQuery8|1539267623012|1539267775390|60|13|340
LdbcQuery7|1539267623012|1539267775450|98612|20|342
LdbcQuery8|1539267623012|1539267874062|59|4|345
LdbcQuery8|1539267623012|1539267874122|59|5|350
LdbcQuery11|1539267623012|1539267874181|24|0|352
LdbcQuery12|1539267623012|1539267874206|380|5|352
LdbcQuery8|1539267623012|1539267874586|59|14|355
LdbcQuery4|1539267623012|1539267874645|2875|10|360
LdbcQuery10|1539267623012|1539267877521|12813|10|360
LdbcQuery8|1539267623012|1539267890335|60|10|360
LdbcQuery1|1539267623012|1539267890395|4751|20|364
LdbcQuery8|1539267623012|1539267895147|60|13|365
LdbcQuery3|1539267623012|1539267895207|521|0|369
LdbcQuery2|1539267623012|1539267895729|395|20|370
LdbcQuery8|1539267623012|1539267896124|60|16|370
LdbcQuery11|1539267623012|1539267896184|48|4|374
LdbcQuery8|1539267623012|1539267896232|59|8|375
LdbcQuery7|1539267623012|1539267896292|170833|20|380
LdbcQuery8|1539267623012|1539268067125|60|9|380
LdbcQuery8|1539267623012|1539268067185|59|16|385
LdbcQuery5|1539267623012|1539268067245|1591|20|390
LdbcQuery1|1539267623012|1539268068837|4457|13|390
LdbcQuery8|1539267623012|1539268073295|60|3|390
LdbcQuery8|1539267623012|1539268073355|59|14|395
LdbcQuery12|1539267623012|1539268073414|286|4|396
LdbcQuery4|1539267623012|1539268073701|3261|0|396
LdbcQuery11|1539267623012|1539268076962|49|2|396
LdbcQuery8|1539267623012|1539268077012|60|20|400
LdbcQuery10|1539267623012|1539268077072|11391|10|400
LdbcQuery8|1539267623012|1539268088464|60|12|405
LdbcQuery2|1539267623012|1539268088524|408|20|407
LdbcQuery8|1539267623012|1539268088933|59|2|410
LdbcQuery8|1539267623012|1539268088992|59|9|415
LdbcQuery1|1539267623012|1539268089052|4337|20|416
LdbcQuery7|1539267623012|1539268093389|302820|20|418
LdbcQuery11|1539267623012|1539268396210|49|0|418
LdbcQuery8|1539267623012|1539268396260|59|9|420
LdbcQuery8|1539267623012|1539268396319|59|18|425
LdbcQuery8|1539267623012|1539268396379|58|9|430
LdbcQuery4|1539267623012|1539268396438|903|0|432
LdbcQuery6|1539267623012|1539268397341|1208|10|434
LdbcQuery8|1539267623012|1539268398550|60|19|435
LdbcQuery11|1539267623012|1539268398610|49|7|440
LdbcQuery10|1539267623012|1539268398660|16707|10|440
LdbcQuery12|1539267623012|1539268415367|373|5|440
LdbcQuery8|1539267623012|1539268415741|59|11|440
LdbcQuery1|1539267623012|1539268415801|4476|17|442
LdbcQuery2|1539267623012|1539268420278|420|20|444
LdbcQuery8|1539267623012|1539268420699|59|7|445
LdbcQuery8|1539267623012|1539268420758|58|1|450
LdbcQuery8|1539267623012|1539268420817|58|8|455
LdbcQuery7|1539267623012|1539268420876|134770|20|456
LdbcQuery8|1539267623012|1539268555646|59|1|460
LdbcQuery11|1539267623012|1539268555706|48|3|462
LdbcQuery8|1539267623012|1539268555755|59|11|465
LdbcQuery4|1539267623012|1539268555815|2081|10|468
LdbcQuery5|1539267623012|1539268557896|29|0|468
LdbcQuery1|1539267623012|1539268557925|4323|20|468
LdbcQuery8|1539267623012|1539268562248|59|3|470
LdbcQuery8|1539267623012|1539268562308|59|1|475
LdbcQuery10|1539267623012|1539268562368|13960|10|480
LdbcQuery8|1539267623012|1539268576328|59|2|480
LdbcQuery2|1539267623012|1539268576388|301|20|481
LdbcQuery12|1539267623012|1539268576689|357|7|484
LdbcQuery11|1539267623012|1539268577046|24|0|484
LdbcQuery8|1539267623012|1539268577071|59|5|485
LdbcQuery8|1539267623012|1539268577131|59|7|490
LdbcQuery3|1539267623012|1539268577190|555|0|492
LdbcQuery7|1539267623012|1539268577746|19143|20|494
LdbcQuery1|1539267623012|1539268596890|4339|20|494
LdbcQuery8|1539267623012|1539268601230|59|3|495
LdbcQuery8|1539267623012|1539268601290|59|3|500
LdbcQuery4|1539267623012|1539268601349|2163|10|504
LdbcQuery8|1539267623012|1539268603513|60|7|505
LdbcQuery11|1539267623012|1539268603573|48|2|506
LdbcQuery8|1539267623012|1539268603622|59|13|510
LdbcQuery8|1539267623012|1539268603682|47|5|515
LdbcQuery2|1539267623012|1539268603729|370|20|518
LdbcQuery10|1539267623012|1539268604100|16101|10|520
