operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery11|1539239208634|1539239203662|72|2|242
LdbcQuery8|1539239208634|1539239203735|77|20|245
LdbcQuery3|1539239208634|1539239203813|1386|6|246
LdbcQuery8|1539239208634|1539239205199|85|20|250
LdbcQuery4|1539239208634|1539239205284|71426|2|252
LdbcQuery8|1539239208634|1539239276711|81|20|255
LdbcQuery2|1539239208634|1539239276793|492|20|259
LdbcQuery1|1539239208634|1539239277285|7445|20|260
LdbcQuery8|1539239208634|1539239284731|82|20|260
LdbcQuery11|1539239208634|1539239284814|70|1|264
LdbcQuery12|1539239208634|1539239284884|951|1|264
LdbcQuery8|1539239208634|1539239285836|83|20|265
LdbcQuery7|1539239208634|1539239285920|1723|20|266
LdbcQuery8|1539239208634|1539239287643|84|20|270
LdbcQuery8|1539239208634|1539239287728|77|20|275
LdbcQuery10|1539239208634|1539239287806|54760|10|280
LdbcQuery8|1539239208634|1539239342566|72|20|280
LdbcQuery8|1539239208634|1539239342639|81|20|285
LdbcQuery1|1539239208634|1539239342720|7342|20|286
LdbcQuery11|1539239208634|1539239350063|69|2|286
LdbcQuery4|1539239208634|1539239350133|7697|1|288
LdbcQuery8|1539239208634|1539239357831|78|20|290
LdbcQuery8|1539239208634|1539239357909|79|20|295
LdbcQuery2|1539239208634|1539239357989|1008|20|296
LdbcQuery8|1539239208634|1539239358998|76|20|300
LdbcQuery7|1539239208634|1539239359075|1699|0|304
LdbcQuery8|1539239208634|1539239360775|74|20|305
LdbcQuery12|1539239208634|1539239360849|985|0|308
LdbcQuery11|1539239208634|1539239361835|74|10|308
LdbcQuery8|1539239208634|1539239361910|78|20|310
LdbcQuery1|1539239208634|1539239361989|7492|20|312
LdbcQuery5|1539239208634|1539239369481|3889|20|312
LdbcQuery8|1539239208634|1539239373370|79|20|315
LdbcQuery10|1539239208634|1539239373450|44107|10|320
LdbcQuery8|1539239208634|1539239417558|105|20|320
LdbcQuery4|1539239208634|1539239417663|159570|0|324
LdbcQuery8|1539239208634|1539239577233|109|20|325
LdbcQuery11|1539239208634|1539239577342|70|4|330
LdbcQuery8|1539239208634|1539239577413|78|20|330
LdbcQuery2|1539239208634|1539239577492|1164|20|333
LdbcQuery8|1539239208634|1539239578656|75|20|335
LdbcQuery1|1539239208634|1539239578732|7468|20|338
LdbcQuery8|1539239208634|1539239586201|78|20|340
LdbcQuery7|1539239208634|1539239586279|1697|0|342
LdbcQuery8|1539239208634|1539239587976|69|20|345
LdbcQuery8|1539239208634|1539239588046|77|20|350
LdbcQuery11|1539239208634|1539239588123|24|0|352
LdbcQuery12|1539239208634|1539239588148|846|0|352
LdbcQuery8|1539239208634|1539239588994|73|20|355
LdbcQuery4|1539239208634|1539239589067|1734|0|360
LdbcQuery10|1539239208634|1539239590801|48346|10|360
LdbcQuery8|1539239208634|1539239639148|88|20|360
LdbcQuery1|1539239208634|1539239639236|7576|20|364
LdbcQuery8|1539239208634|1539239646813|91|20|365
LdbcQuery3|1539239208634|1539239646905|1122|0|369
LdbcQuery2|1539239208634|1539239648028|563|20|370
LdbcQuery8|1539239208634|1539239648591|78|20|370
LdbcQuery11|1539239208634|1539239648669|68|1|374
LdbcQuery8|1539239208634|1539239648738|74|20|375
LdbcQuery7|1539239208634|1539239648812|1698|0|380
LdbcQuery8|1539239208634|1539239650511|74|20|380
LdbcQuery8|1539239208634|1539239650585|74|20|385
LdbcQuery5|1539239208634|1539239650659|4143|20|390
LdbcQuery1|1539239208634|1539239654803|7409|20|390
LdbcQuery8|1539239208634|1539239662212|71|20|390
LdbcQuery8|1539239208634|1539239662284|69|20|395
LdbcQuery12|1539239208634|1539239662353|859|0|396
LdbcQuery4|1539239208634|1539239663213|446683|10|396
LdbcQuery11|1539239208634|1539240109897|74|2|396
LdbcQuery8|1539239208634|1539240109971|77|20|400
LdbcQuery10|1539239208634|1539240110048|56323|10|400
LdbcQuery8|1539239208634|1539240166371|74|20|405
