operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery8|1540400279052|1540400274186|4813|20|246370
LdbcQuery8|1540400279298|1540400278999|4709|20|492740
LdbcQuery8|1540400279545|1540400283709|4525|20|739110
LdbcQuery8|1540400279791|1540400288235|4595|20|985480
LdbcQuery11|1540400279890|1540400292831|500|0|1084028
LdbcQuery8|1540400280037|1540400293332|4552|20|1231850
LdbcQuery8|1540400280284|1540400297884|4534|20|1478220
LdbcQuery8|1540400280530|1540400302419|4556|20|1724590
LdbcQuery2|1540400280629|1540400306976|2528|20|1823138
LdbcQuery8|1540400280777|1540400309504|4613|20|1970960
LdbcQuery11|1540400280974|1540400314118|494|1|2168056
LdbcQuery12|1540400280974|1540400314613|5199|1|2168056
LdbcQuery8|1540400281023|1540400319812|4645|20|2217330
LdbcQuery8|1540400281269|1540400324458|4583|20|2463700
LdbcQuery8|1540400281516|1540400329041|4619|20|2710070
LdbcQuery8|1540400281762|1540400333661|4502|20|2956440
LdbcQuery8|1540400282008|1540400338164|4561|20|3202810
LdbcQuery11|1540400282058|1540400342725|143|0|3252084
LdbcQuery8|1540400282255|1540400342868|4625|20|3449180
LdbcQuery2|1540400282452|1540400347494|2546|20|3646276
LdbcQuery8|1540400282501|1540400350040|4469|20|3695550
LdbcQuery5|1540400282649|1540400354510|11744|20|3843372
LdbcQuery8|1540400282748|1540400366254|4613|20|3941920
LdbcQuery8|1540400282994|1540400370868|4676|20|4188290
LdbcQuery12|1540400283142|1540400375546|5334|2|4336112
LdbcQuery11|1540400283142|1540400380880|491|0|4336112
LdbcQuery8|1540400283240|1540400381371|4499|20|4434660
LdbcQuery8|1540400283487|1540400385871|5456|20|4681030
LdbcQuery8|1540400283733|1540400391327|4521|20|4927400
LdbcQuery8|1540400283979|1540400395849|4515|20|5173770
LdbcQuery11|1540400284226|1540400400365|142|0|5420140
LdbcQuery8|1540400284226|1540400400508|4524|20|5420140
LdbcQuery2|1540400284275|1540400405033|2521|20|5469414
LdbcQuery8|1540400284472|1540400407554|4588|20|5666510
LdbcQuery8|1540400284719|1540400412142|4541|20|5912880
LdbcQuery3|1540400284866|1540400416684|24772|0|6060702
LdbcQuery8|1540400284965|1540400441457|4549|20|6159250
LdbcQuery8|1540400285211|1540400446007|4598|20|6405620
LdbcQuery12|1540400285310|1540400450605|4995|1|6504168
LdbcQuery11|1540400285310|1540400455601|490|0|6504168
LdbcQuery8|1540400285458|1540400456092|4474|20|6651990
LdbcQuery8|1540400285704|1540400460566|4558|20|6898360
LdbcQuery8|1540400285950|1540400465125|4583|20|7144730
LdbcQuery2|1540400286098|1540400469709|2551|20|7292552
LdbcQuery8|1540400286197|1540400472261|4472|20|7391100
LdbcQuery11|1540400286394|1540400476734|485|0|7588196
LdbcQuery8|1540400286443|1540400477220|4634|20|7637470
LdbcQuery5|1540400286492|1540400481854|10724|20|7686744
LdbcQuery8|1540400286689|1540400492579|4673|20|7883840
LdbcQuery8|1540400286936|1540400497252|4499|20|8130210
