operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery8|1539839003493|1539838999684|25238|3|5
LdbcQuery8|1539839003493|1539839024923|20695|3|10
LdbcQuery8|1539839003493|1539839045618|20008|7|15
LdbcQuery8|1539839003493|1539839065627|22140|13|20
LdbcQuery11|1539839003493|1539839087768|66758|10|22
LdbcQuery8|1539839003493|1539839154526|21526|5|25
LdbcQuery8|1539839003493|1539839176053|20523|1|30
LdbcQuery8|1539839003493|1539839196576|20652|4|35
LdbcQuery4|1539839003493|1539839217228|3946|5|36
LdbcQuery2|1539839003493|1539839221175|23820|20|37
LdbcQuery7|1539839003493|1539839244996|18000|20|38
LdbcQuery10|1539839003493|1539839262996|47376|10|40
LdbcQuery8|1539839003493|1539839310373|20846|1|40
LdbcQuery11|1539839003493|1539839331220|70379|0|44
LdbcQuery8|1539839003493|1539839401600|20805|14|45
LdbcQuery8|1539839003493|1539839422405|20042|14|50
LdbcQuery8|1539839003493|1539839442447|20139|20|55
LdbcQuery8|1539839003493|1539839462587|20061|15|60
LdbcQuery8|1539839003493|1539839482648|20030|16|65
LdbcQuery11|1539839003493|1539839502679|69857|0|66
LdbcQuery8|1539839003493|1539839572536|20647|19|70
LdbcQuery4|1539839003493|1539839593183|2390|4|72
LdbcQuery2|1539839003493|1539839595573|22227|20|74
LdbcQuery8|1539839003493|1539839617801|20004|13|75
LdbcQuery7|1539839003493|1539839637806|15623|20|76
LdbcQuery5|1539839003493|1539839653429|4097|1|78
LdbcQuery8|1539839003493|1539839657527|20081|5|80
LdbcQuery10|1539839003493|1539839677608|234100|10|80
LdbcQuery8|1539839003493|1539839911709|20373|6|85
LdbcQuery11|1539839003493|1539839932082|71518|4|88
LdbcQuery8|1539839003493|1539840003601|20737|9|90
LdbcQuery8|1539839003493|1539840024338|19930|6|95
LdbcQuery8|1539839003493|1539840044269|19821|6|100
LdbcQuery8|1539839003493|1539840064090|19840|2|105
LdbcQuery4|1539839003493|1539840083931|2367|4|108
LdbcQuery11|1539839003493|1539840086299|24|0|110
LdbcQuery8|1539839003493|1539840086323|19850|10|110
LdbcQuery2|1539839003493|1539840106174|19945|20|111
LdbcQuery7|1539839003493|1539840126120|15604|20|114
LdbcQuery8|1539839003493|1539840141725|19905|13|115
LdbcQuery10|1539839003493|1539840161630|90745|10|120
LdbcQuery8|1539839003493|1539840252376|20322|11|120
LdbcQuery3|1539839003493|1539840272698|312351|1|123
LdbcQuery8|1539839003493|1539840585050|20367|8|125
LdbcQuery8|1539839003493|1539840605417|19807|20|130
LdbcQuery11|1539839003493|1539840625225|69293|1|132
LdbcQuery8|1539839003493|1539840694519|20443|16|135
LdbcQuery8|1539839003493|1539840714963|19776|1|140
LdbcQuery4|1539839003493|1539840734740|2356|4|144
LdbcQuery8|1539839003493|1539840737096|20246|12|145
LdbcQuery2|1539839003493|1539840757343|19901|20|148
LdbcQuery8|1539839003493|1539840777245|19841|7|150
LdbcQuery7|1539839003493|1539840797086|15360|20|152
LdbcQuery11|1539839003493|1539840812447|70617|10|154
LdbcQuery8|1539839003493|1539840883065|20194|20|155
LdbcQuery5|1539839003493|1539840903260|73469|20|156
LdbcQuery10|1539839003493|1539840976729|317678|10|160
LdbcQuery8|1539839003493|1539841294408|20653|7|160
LdbcQuery8|1539839003493|1539841315061|19842|20|165
LdbcQuery8|1539839003493|1539841334903|19940|13|170
LdbcQuery8|1539839003493|1539841354844|19873|10|175
LdbcQuery11|1539839003493|1539841374718|72182|3|176
LdbcQuery8|1539839003493|1539841446900|20093|20|180
LdbcQuery4|1539839003493|1539841466994|2384|4|180
LdbcQuery8|1539839003493|1539841469378|19848|17|185
LdbcQuery2|1539839003493|1539841489226|22050|20|185
LdbcQuery7|1539839003493|1539841511277|15279|20|190
LdbcQuery8|1539839003493|1539841526556|19897|14|190
LdbcQuery8|1539839003493|1539841546454|19907|17|195
LdbcQuery11|1539839003493|1539841566361|70081|3|198
LdbcQuery8|1539839003493|1539841636442|20527|4|200
LdbcQuery10|1539839003493|1539841656971|55799|10|200
LdbcQuery8|1539839003493|1539841712770|20043|1|205
LdbcQuery8|1539839003493|1539841732813|20073|13|210
LdbcQuery8|1539839003493|1539841752886|19940|20|215
LdbcQuery4|1539839003493|1539841772827|2274|4|216
LdbcQuery11|1539839003493|1539841775101|71951|3|220
LdbcQuery8|1539839003493|1539841847053|20105|6|220
LdbcQuery2|1539839003493|1539841867158|20439|20|222
LdbcQuery8|1539839003493|1539841887597|19858|16|225
LdbcQuery7|1539839003493|1539841907456|15307|20|228
LdbcQuery8|1539839003493|1539841922763|19819|3|230
LdbcQuery5|1539839003493|1539841942583|75034|20|234
LdbcQuery8|1539839003493|1539842017618|20065|18|235
LdbcQuery10|1539839003493|1539842037683|162659|10|240
LdbcQuery8|1539839003493|1539842200343|20499|20|240
LdbcQuery11|1539839003493|1539842220842|71207|2|242
LdbcQuery8|1539839003493|1539842292049|20146|9|245
LdbcQuery3|1539839003493|1539842312196|274607|0|246
LdbcQuery8|1539839003493|1539842586803|20186|2|250
LdbcQuery4|1539839003493|1539842606989|2278|4|252
LdbcQuery8|1539839003493|1539842609268|19817|15|255
LdbcQuery2|1539839003493|1539842629085|20773|20|259
LdbcQuery8|1539839003493|1539842649859|19815|7|260
LdbcQuery11|1539839003493|1539842669674|68567|1|264
LdbcQuery8|1539839003493|1539842738241|20067|19|265
LdbcQuery7|1539839003493|1539842758309|15245|20|266
LdbcQuery8|1539839003493|1539842773555|19816|12|270
LdbcQuery8|1539839003493|1539842793371|19818|20|275
LdbcQuery10|1539839003493|1539842813189|56730|10|280
