operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery8|1540052833278|1540052828307|66094|20|305
LdbcQuery11|1540052833278|1540052894401|572033|7|308
LdbcQuery8|1540052833278|1540053466435|61446|20|310
LdbcQuery5|1540052833278|1540053527881|594501|20|312
LdbcQuery8|1540052833278|1540054122382|60854|20|315
LdbcQuery8|1540052833278|1540054183237|60866|20|320
LdbcQuery4|1540052833278|1540054244103|13160|1|324
LdbcQuery8|1540052833278|1540054257264|63069|20|325
LdbcQuery11|1540052833278|1540054320333|570761|2|330
LdbcQuery8|1540052833278|1540054891095|60885|20|330
LdbcQuery2|1540052833278|1540054951981|41106|20|333
LdbcQuery8|1540052833278|1540054993087|61027|20|335
LdbcQuery8|1540052833278|1540055054114|60864|20|340
LdbcQuery7|1540052833278|1540055114979|21578|0|342
LdbcQuery8|1540052833278|1540055136557|60952|20|345
LdbcQuery8|1540052833278|1540055197510|60732|20|350
LdbcQuery11|1540052833278|1540055258243|572350|0|352
LdbcQuery8|1540052833278|1540055830594|61126|20|355
LdbcQuery4|1540052833278|1540055891720|9410|1|360
LdbcQuery8|1540052833278|1540055901130|61156|20|360
LdbcQuery8|1540052833278|1540055962287|61175|20|365
LdbcQuery2|1540052833278|1540056023462|41327|20|370
LdbcQuery8|1540052833278|1540056064789|60692|20|370
LdbcQuery11|1540052833278|1540056125482|569096|1|374
LdbcQuery8|1540052833278|1540056694579|61055|20|375
LdbcQuery7|1540052833278|1540056755634|21580|0|380
LdbcQuery8|1540052833278|1540056777214|60854|20|380
LdbcQuery8|1540052833278|1540056838069|60755|20|385
LdbcQuery5|1540052833278|1540056898825|594282|20|390
LdbcQuery8|1540052833278|1540057493107|60977|20|390
LdbcQuery8|1540052833278|1540057554085|61329|20|395
LdbcQuery4|1540052833278|1540057615415|42753|10|396
LdbcQuery11|1540052833278|1540057658168|579159|2|396
LdbcQuery8|1540052833278|1540058237328|61212|20|400
LdbcQuery8|1540052833278|1540058298540|61533|20|405
LdbcQuery2|1540052833278|1540058360074|41081|20|407
LdbcQuery8|1540052833278|1540058401156|61212|20|410
LdbcQuery8|1540052833278|1540058462368|60990|20|415
LdbcQuery11|1540052833278|1540058523359|572570|10|418
LdbcQuery7|1540052833278|1540059095930|25308|0|418
LdbcQuery8|1540052833278|1540059121238|64007|20|420
LdbcQuery8|1540052833278|1540059185246|63648|20|425
LdbcQuery8|1540052833278|1540059248895|67123|20|430
LdbcQuery4|1540052833278|1540059316019|33547|10|432
LdbcQuery6|1540052833278|1540059349567|600818|10|434
LdbcQuery8|1540052833278|1540059950385|61329|20|435
LdbcQuery11|1540052833278|1540060011715|571232|10|440
LdbcQuery8|1540052833278|1540060582948|61155|20|440
LdbcQuery2|1540052833278|1540060644104|41230|20|444
LdbcQuery8|1540052833278|1540060685334|60975|20|445
LdbcQuery8|1540052833278|1540060746310|61067|20|450
LdbcQuery8|1540052833278|1540060807378|61424|20|455
LdbcQuery7|1540052833278|1540060868803|21607|0|456
LdbcQuery8|1540052833278|1540060890410|60797|20|460
LdbcQuery11|1540052833278|1540060951207|571359|8|462
LdbcQuery8|1540052833278|1540061522566|61754|20|465
LdbcQuery4|1540052833278|1540061584320|19420|4|468
LdbcQuery5|1540052833278|1540061603741|606508|20|468
LdbcQuery8|1540052833278|1540062210249|61444|20|470
LdbcQuery8|1540052833278|1540062271694|61080|20|475
LdbcQuery8|1540052833278|1540062332774|60934|20|480
LdbcQuery2|1540052833278|1540062393709|41402|20|481
LdbcQuery11|1540052833278|1540062435111|580037|4|484
LdbcQuery8|1540052833278|1540063015149|60894|20|485
LdbcQuery8|1540052833278|1540063076044|63122|20|490
LdbcQuery7|1540052833278|1540063139166|21549|0|494
LdbcQuery8|1540052833278|1540063160715|61249|20|495
LdbcQuery8|1540052833278|1540063221965|61076|20|500
LdbcQuery4|1540052833278|1540063283041|12097|2|504
LdbcQuery8|1540052833278|1540063295138|61268|20|505
LdbcQuery11|1540052833278|1540063356407|577184|0|506
LdbcQuery8|1540052833278|1540063933591|61516|20|510
LdbcQuery8|1540052833278|1540063995108|61458|20|515
LdbcQuery2|1540052833278|1540064056566|42207|20|518
LdbcQuery8|1540052833278|1540064098774|61054|20|520
LdbcQuery8|1540052833278|1540064159829|60972|20|525
LdbcQuery9|1540052833278|1540064220801|851196|20|527
LdbcQuery11|1540052833278|1540065071998|575308|0|528
LdbcQuery8|1540052833278|1540065647307|61455|20|530
LdbcQuery7|1540052833278|1540065708762|62991|20|532
LdbcQuery8|1540052833278|1540065771753|63917|20|535
LdbcQuery4|1540052833278|1540065835670|116831|10|540
LdbcQuery8|1540052833278|1540065952501|62805|20|540
LdbcQuery8|1540052833278|1540066015307|64131|20|545
LdbcQuery5|1540052833278|1540066079439|592232|1|546
LdbcQuery11|1540052833278|1540066671672|577125|3|550
LdbcQuery8|1540052833278|1540067248797|61429|20|550
LdbcQuery2|1540052833278|1540067310226|43609|20|555
LdbcQuery8|1540052833278|1540067353836|61204|20|555
LdbcQuery8|1540052833278|1540067415040|61078|20|560
LdbcQuery8|1540052833278|1540067476119|61463|20|565
LdbcQuery7|1540052833278|1540067537583|21540|0|570
LdbcQuery8|1540052833278|1540067559124|68056|20|570
LdbcQuery11|1540052833278|1540067627180|601285|10|572
LdbcQuery8|1540052833278|1540068228465|61664|20|575
LdbcQuery4|1540052833278|1540068290130|22083|8|576
LdbcQuery8|1540052833278|1540068312213|61250|20|580
LdbcQuery8|1540052833278|1540068373464|62093|20|585
LdbcQuery8|1540052833278|1540068435557|61218|20|590
LdbcQuery2|1540052833278|1540068496776|41088|20|592
LdbcQuery11|1540052833278|1540068537865|576007|1|594
LdbcQuery8|1540052833278|1540069113872|61298|20|595
LdbcQuery8|1540052833278|1540069175171|61394|20|600
LdbcQuery8|1540052833278|1540069236565|61698|20|605
LdbcQuery7|1540052833278|1540069298264|58762|8|608
LdbcQuery8|1540052833278|1540069357027|61923|20|610
LdbcQuery4|1540052833278|1540069418951|18298|2|612
LdbcQuery8|1540052833278|1540069437250|68439|20|615
LdbcQuery11|1540052833278|1540069505689|603653|8|616
LdbcQuery8|1540052833278|1540070109343|61664|20|620
LdbcQuery5|1540052833278|1540070171008|603128|20|624
LdbcQuery8|1540052833278|1540070774136|61068|20|625
LdbcQuery2|1540052833278|1540070835205|41025|20|629
LdbcQuery8|1540052833278|1540070876231|61578|20|630
LdbcQuery8|1540052833278|1540070937809|61252|20|635
LdbcQuery11|1540052833278|1540070999061|580795|4|638
LdbcQuery8|1540052833278|1540071579857|61900|20|640
LdbcQuery8|1540052833278|1540071641758|68001|20|645
LdbcQuery7|1540052833278|1540071709759|58576|6|646
LdbcQuery4|1540052833278|1540071768336|22770|4|648
LdbcQuery8|1540052833278|1540071791107|61419|20|650
LdbcQuery8|1540052833278|1540071852526|61545|20|655
LdbcQuery11|1540052833278|1540071914071|579649|7|660
LdbcQuery8|1540052833278|1540072493721|61568|20|660
LdbcQuery8|1540052833278|1540072555290|61327|20|665
LdbcQuery2|1540052833278|1540072616618|45480|20|666
LdbcQuery8|1540052833278|1540072662098|65119|20|670
LdbcQuery8|1540052833278|1540072727218|63301|20|675
LdbcQuery8|1540052833278|1540072790520|63568|20|680
LdbcQuery11|1540052833278|1540072854088|584835|2|682
LdbcQuery4|1540052833278|1540073438924|11671|1|684
LdbcQuery7|1540052833278|1540073450596|59112|5|684
LdbcQuery8|1540052833278|1540073509708|61572|20|685
LdbcQuery8|1540052833278|1540073571280|61650|20|690
LdbcQuery8|1540052833278|1540073632931|61377|20|695
LdbcQuery8|1540052833278|1540073694309|60972|20|700
LdbcQuery5|1540052833278|1540073755282|600107|20|702
LdbcQuery2|1540052833278|1540074355390|41075|20|703
LdbcQuery11|1540052833278|1540074396466|586958|2|704
LdbcQuery8|1540052833278|1540074983424|65599|20|705
LdbcQuery8|1540052833278|1540075049024|62702|20|710
LdbcQuery8|1540052833278|1540075111727|69081|20|715
LdbcQuery4|1540052833278|1540075180808|80028|10|720
LdbcQuery8|1540052833278|1540075260837|65597|20|720
LdbcQuery7|1540052833278|1540075326434|59969|2|722
LdbcQuery8|1540052833278|1540075386404|63039|20|725
LdbcQuery11|1540052833278|1540075449443|587321|0|726
LdbcQuery8|1540052833278|1540076036765|62981|20|730
LdbcQuery8|1540052833278|1540076099747|68589|20|735
LdbcQuery2|1540052833278|1540076168337|43234|20|740
LdbcQuery8|1540052833278|1540076211572|63540|20|740
LdbcQuery8|1540052833278|1540076275112|65055|20|745
LdbcQuery11|1540052833278|1540076340167|587061|7|748
LdbcQuery8|1540052833278|1540076927228|69116|20|750
LdbcQuery8|1540052833278|1540076996345|61874|20|755
