operation_type|scheduled_start_time|actual_start_time|execution_duration_MILLISECONDS|result_code|original_start_time
LdbcQuery8|1537004798449|1537004929151|0|0|20695080
LdbcQuery8|1537004798695|1537004929152|1|20|20941450
LdbcQuery8|1537004798941|1537004929154|0|0|21187820
LdbcQuery4|1537004799040|1537004929154|102|10|21286368
LdbcQuery6|1537004799138|1537004929257|91|10|21384916
LdbcQuery8|1537004799188|1537004929349|1|2|21434190
LdbcQuery13|1537004799286|1537004929350|212|1|21532738
LdbcQuery10|1537004799434|1537004929563|840|10|21680560
LdbcQuery11|1537004799434|1537004930404|6|5|21680560
LdbcQuery12|1537004799434|1537004930410|285|7|21680560
LdbcQuery8|1537004799434|1537004930696|1|20|21680560
LdbcQuery14|1537004799483|1537004930698|31459|14|21729834
LdbcQuery1|1537004799533|1537004962158|41|20|21779108
LdbcQuery2|1537004799631|1537004962199|33|20|21877656
LdbcQuery8|1537004799680|1537004962232|1|3|21926930
LdbcQuery8|1537004799927|1537004962234|0|0|22173300
LdbcQuery8|1537004800173|1537004962235|1|2|22419670
LdbcQuery7|1537004800222|1537004962236|371|20|22468944
LdbcQuery13|1537004800222|1537004962607|244|1|22468944
LdbcQuery8|1537004800420|1537004962852|1|4|22666040
LdbcQuery11|1537004800518|1537004962854|4|6|22764588
LdbcQuery8|1537004800666|1537004962858|1|18|22912410
LdbcQuery5|1537004800814|1537004962859|189|0|23060232
LdbcQuery4|1537004800814|1537004963049|154|3|23060232
LdbcQuery1|1537004800814|1537004963204|85|20|23060232
LdbcQuery8|1537004800912|1537004963290|1|1|23158780
LdbcQuery13|1537004801159|1537004963291|197|1|23405150
LdbcQuery8|1537004801159|1537004963488|1|3|23405150
LdbcQuery10|1537004801405|1537004963490|1150|10|23651520
LdbcQuery8|1537004801405|1537004964640|1|20|23651520
LdbcQuery2|1537004801454|1537004964642|96|20|23700794
LdbcQuery11|1537004801602|1537004964739|6|0|23848616
LdbcQuery12|1537004801602|1537004964746|455|8|23848616
LdbcQuery8|1537004801651|1537004965202|1|11|23897890
LdbcQuery14|1537004801898|1537004965203|31436|18|24144260
LdbcQuery8|1537004801898|1537004996640|2|20|24144260
LdbcQuery3|1537004801996|1537004996643|66|1|24242808
LdbcQuery13|1537004802095|1537004996710|192|1|24341356
LdbcQuery1|1537004802095|1537004996903|87|20|24341356
LdbcQuery7|1537004802095|1537004996990|335|20|24341356
LdbcQuery8|1537004802144|1537004997326|1|2|24390630
LdbcQuery8|1537004802390|1537004997327|1|18|24637000
LdbcQuery4|1537004802588|1537004997328|146|10|24834096
LdbcQuery8|1537004802637|1537004997475|1|12|24883370
LdbcQuery11|1537004802686|1537004997477|5|10|24932644
LdbcQuery8|1537004802883|1537004997482|1|0|25129740
LdbcQuery13|1537004803031|1537004997484|9|1|25277562
LdbcQuery8|1537004803130|1537004997494|1|15|25376110
LdbcQuery2|1537004803277|1537004997495|92|20|25523932
LdbcQuery1|1537004803376|1537004997588|90|20|25622480
LdbcQuery10|1537004803376|1537004997678|920|10|25622480
LdbcQuery8|1537004803376|1537004998598|2|6|25622480
LdbcQuery8|1537004803622|1537004998601|1|20|25868850
LdbcQuery9|1537004803721|1537004998603|2773|20|25967398
LdbcQuery12|1537004803770|1537005001376|119|4|26016672
LdbcQuery11|1537004803770|1537005001496|5|7|26016672
LdbcQuery8|1537004803869|1537005001502|1|20|26115220
LdbcQuery13|1537004803967|1537005001503|177|1|26213768
LdbcQuery7|1537004803967|1537005001681|356|20|26213768
LdbcQuery8|1537004804115|1537005002038|2|20|26361590
LdbcQuery14|1537004804312|1537005002040|31068|10|26558686
LdbcQuery4|1537004804361|1537005033109|93|1|26607960
LdbcQuery8|1537004804361|1537005033202|2|20|26607960
LdbcQuery8|1537004804608|1537005033205|1|13|26854330
LdbcQuery1|1537004804657|1537005033206|84|20|26903604
LdbcQuery5|1537004804657|1537005033290|1810|20|26903604
LdbcQuery11|1537004804854|1537005035100|6|6|27100700
